term,tag
beadsman,NN
belated,JJ-HL
bevel,VB
bee-hunter,NP
bestowed,VBD
bewilders,VBZ
below,RB
beauty-idiom,NN
benchmarks,NNS
beliefs,NNS
beiderbecke,NP
bearing,VBG
bewail,VB
believably,RB
beatrice,NP
beautifully-tapered,JJ
beauty's,NN$-TL
belasco,NP-TL
beats,VBZ
believable,JJ
benelux,NP
beaming,VBG
bedded,VBN
beryl,NP
beheading,VBG
becomes,VBZ
behold,VB
beginnings,NNS
besiege,VB
behavioral,JJ
beggar's,NN$
berliners,NPS-TL
best-preserved,JJT
beckstrom,NP
bede,NP
berman's,NP$
berra's,NP$
befell,VBD
beds,NNS
beverage,NN
bergs,NNS
berman,NP
berries,NNS
