term,tag
wabash,NP
walter's,NP$
warmed-over,JJ
warrior,NN
wash-outs,NNS
war's,NN$
wanders,VBZ
waffle-pattern,JJ
wander-years,NNS-TL
wade-evans,NP
washizu's,NP$
warsaw's,NP$
walsh's,NP$
wastebasket,NN
walk,VB
walt,NP
wattenberg,NP
warfield,NP
wally's,NP+HVZ
warehouses,NNS
wansee,NP-TL
wall-to-wall,JJ
walpole,NP
waldensian,JJ
warwick,NP
waste,NN
warmth,NN
walter,NP
wants,VBZ
waterbury,NP
walloping,VBG
wanta,VB+TO
wake,NN
wartime,NN
watson-watt's,NP$
water-line,NN
wales',NP$
waddell,NP
waterway,NN
wainscoted,JJ
wartorn,JJ
watchful,JJ
waging,VBG
waspish,JJ
waterside,NN
waitresses,NNS
wasteland,NN
waterfall,NN
warden,NN
warming,VBG
wasson,NP
walkover,NN
washbasin,NN
waterproof,JJ
wasteful,JJ
wagner,NP
walk-to,JJ
wage,NN
washed-out,JJ
wansley,NP
wall,NN
warrant,NN
watercolorists,NNS
wage-setter,NN
ward-heelers,NNS
wangenheim,NP
walrus,NN
waltham,NP
warping,VBG
warmed,VBD
warmer,JJR
warring,VBG-TL
wallenstein,NP
wayward,JJ
warwickshire,NP
watchings,NNS
waving,VBG
wave-length,NN
water-soluble,JJ
waded,VBD
wanting-to-be-alone,JJ
wanna,VB+AT
warningly,RB
wall-switch,NN
wasting,VBG
waggling,VBG
warbling,VBG
wads,NNS
watchdog,NN
wao,NP-TL
wan,JJ
wailed,VBD
waits,VBZ
wac,NP-TL
ward-personnel,NNS
waite,NP
way,NN
wax,NN
wacs,NP-TL
was,BEDZ
war,NN-TL
waistcoat,NN
waterline,NN
warlike,JJ
waist-high,JJ-TL
wasn't,BEDZ*
walitzee,NP
wastrel,NN
warren's,NP$
water-cooled,JJ
watches,NNS
washings,NNS
warning,VBG
walks,NNS
watched,VBD
walters,NP
water-filled,JJ
watson-watt,NP
waterskiing,VBG
warms,VBZ
warehouse,NN
walk-way,NN
wart,NN
wagner-peyser,NP-TL
wallow,VB
walton,NP
wallop,NN
walcott,NP-TL
waived,VBN
wards,NNS
walked,VBD
waxing,VBG
wahtahm,NN
watercolors,NNS
walker,NP
wastewater,NN
