term,tag
packed,JJ
pastel,NN
palette,NN
patties,NNS
pattern,NN
partisan,JJ
parkhouse,NP
paralinguistic,JJ
pampa,NP
paramagnetic,JJ
pastes,NNS
pants,NNS
pabor,NP
parallels,VBZ
parent,NN
parental,JJ
packaged,VBN
pained,VBD
pagoda,NN
parvenu,NP
pastors',NNS$
packages,NNS
pagan,NN-TL
paraphrasing,VBG
patented,VBD
parried,VBD
parentheses,NNS
parapet,NN
panther,NN-TL
patti,NP
participating,VBG
patrons,NNS
panicky,JJ
pauleys,NPS
passing,VBG
palmer's,NP$
paraphrase,NN
pantheon's,NP$
patty,NP-TL
pakistan,NNP
pastimes,NNS
pappas,NP
paranormal,JJ
packaging,NN
pamphlet,NIL
pants-legs,NNS
pacifies,VBZ
pacifier,NN
padlocked,VBD
patiently,RB
paralyze,VB
pallet,NN
patagonians,NPS
pappy's,NP$
patrolling,VBG
parsley,NN
particulars,NNS
pa,NNP
pasterns,NPS
patrolled,VBD
paratroops,NNS
patriarchal,JJ
partly,RB
packs,NNS
painted,VBN
paestum,NP
padlock,NN
paradigms,NNS
pacemaker,NN
pageants,NNS-TL
patronizing,VBG
painter,NN
patriarchy,NN
pact,NN
patsy,NN
pace,NN
pacers,NNS
parched,VBN
parents',NNS$
pasadena's,NP$
pack,NN
paeans,NNS
parboiled,VBD
payouts,NNS
parichy-hamm,NP-HL
pauson,NP
pancrazio,NP
palely,RB
pavements,NNS
pamasu,NP
partner,NN
pathology,NN
passbook,NN
pawtucket,NP
paulah,NP
pap,NNP
par,NN
pas,FW-NN
participant,NN
pamphili,NP
parading,VBG
paw,VB
patent,NN
pay,VB
parts,NNS
painstaking,JJ
passos,NP
pah,NP
party,NN
pak,NP
pal,NN
paneled,VBN
paula,NP
pastels,NNS
parthenon,NP
palpably,RB
patrician,NN
painless,JJ
pankowski,NP
paving,VBG
palpable,JJ
pari-mutuel,JJ
paycheck,NN
parella,NP
paris',NP$
patchwork,NN
pawtucket's,NP$
pacing,VBG
patterns,NNS
patchen's,NP$
pajama,NN
pandora,NP
paradigm,NN
parametric,JJ
paneling,NN
parody,NN
paterollers,NNS
pastern,NP
paymaster,NN
pascataqua,NP
pater,FW-NN-TL
pariah,NN
patroness,NN
paul,NNP
parchment,NN
panaceas,NNS
patronne,FW-NN
passively,RB
patricia,NNP
passive,JJ
parents,NNS
paray,NP
passers-by,NNS
paus'l,NP
parent-child,NN
paranoid,JJ
painteresque,JJ
palfrey,NP
passable,JJ
patrolman's,NN$
partaking,VBG
palermo,NP
paramilitary,JJ
particle,NN
patrice,NP
patrick,NNP
parliamentarians,NPS-TL
parasite,NN
pacifistic,JJ
pavement,NN
pains-taking,JJ
payments,NNS
palladio,NP
passionate,JJ
patrick's,NP$-TL
pauling,NP
paribas,NNP
pauline,NNP
pals,NNS
pacific,NNP
paternalistic,JJ
palm,NN
pall,NN
palo,NP
paragraphs,NNS
pasture,NN
pale,JJ
parisina,NP-TL
passions,NNS
painstakingly,RB
pa's,NN$-TL
pathogenesis,NN
pattenden,NNP
passion,NN
pa'd,NN+HVD-TL
participation,NN
panes,NNS
palatable,JJ
patient,NN
palmer,NNP
pasteurization,NN
palladian,JJ
pastors,NNS
paganini,NP
pasta,NN
paste,NN
palmed,VBD
panel,NN
paperwads,NNS
pastness,NN
package,NN
paints,VBZ
paralysis,NN
palazzi,FW-NNS
page,NN
parson,NN-TL
parrot-like,JJ
palm-lined,JJ
panders,NNS
pays,VBZ
paunch,NN
pajamas,NNS
parables,NNS
particularistic-seeming,JJ
parties,NNS
paradigmatic,JJ
papua-new,NNP
paganism,NN
parade,NN
parentage,NN
pastures,NNS
paraphernalia,NN
panorama,NN
pallid,JJ
payment,NN
paree,NP
paba,NN
pavletich,NP
payne's,NP$
paterson,NP
papa-san,NP
pastor,NN
panelization,NN
payable,JJ
pantry,NN
past-fantasy,NN
partially,RB
pam's,NP$
paean,NN
pavilion,NN
packard,NP
pasternak,NP
parts-suppliers,NNS
paprika,NN
pansy,NN
paired,VBN
paging,NN
parisology,NN
pal's,NP$-TL
panels,NNS
palm-studded,JJ
pancho,NP
passenger,NN
palate,NN
palache,NP
pathlogy,NN
pace-setter,NN
paraxial,JJ-HL
pantas,NP
pattered,VBD
palisades,NNP
paddock,NN
paradox,NN
paratroopers,NNS
pails,NNS
parklike,JJ
parlor,NN
pasadena,NNP
papers,NNS
papery,JJ
pantomime,NN
passenger-car,NN
passerby,NN
paranoiac,NN
palms,NNS
papa,NP
palace's,NN$-TL
parenthood,NN
paraoxon,NN
pathways,NNS
pacify,VB
panoramas,NNS
pamela's,NP$
papp,NP
pale-blue,JJ
pawtuxet,NP
pacer,NN
paces,NNS
packets,NNS
parsons,NP
pamphlets,NNS
palletized,VBN
passed,VBN
parallelism,NN
pacem,FW-NN
parole,NN
parcels,NNS
paced,VBD
