term,tag
roses,NNS
roars,VBZ
role,NN
rochdale,NP
roll,NN
rolls-royces,NPS
rollins,NP
robots,NNS
rose's,NP$
rolling,VBG
round's,NP$
rostrum,NN
rockers,NNS
rotting,VBG
robertsons,NPS
