term,tag
caressed,VBD
calamities,NNS
catlike,JJ
caviar,NN
canting,VBG
causative,JJ
captains,NNS
capacitance,NN
cats,NNS
caterpillars,NNS
caresses,NNS
cairo,NP
calumny,NN
casey's,NP$
carneigie,NP
ca.,RB
catholics,NPS
calabria,NP
canada's,NP$
catsup,NN
case-hardened,JJ
cabinet,NN
capturing,VBG
carping,VBG
caryatides,NNS
candidacy,NN
calico,NN
caterer's,NN$
carletonian,NP
casein,NN
caller,NN
catecholamines,NNS
carriage,NN
cautiously,RB
cake,NN
cahill,NP
cavalcades,NNS
castles,NNS
carver,NN
carborundum,NN
carvey,NP
cabled,VBD
carbohydrate,NN
catchup,NN
canonist,JJ
carved,VBN
callousness,NN
cacophony,NN
catkins,NNS
cacao,NN
cafe,NN
cables,NNS
campus,NN
casualty,NN
carven,JJ
cavalry,NN-TL
cabinets,NNS
castroism,NP
caracas,NP
castigation,NN
castorbean,NN
cami,NP
cambodia,NP
caltech,NP
capek's,NP$
carpeting,NN
cashed,VBD
carlisle,NP
category,NN
carvings,NNS
camaret,NP
calculating,VBG
cartoonists,NNS
carpenter,NN
carnegie,NP-TL
cater,VB
cate's,NP$
capers,NNS
caraway,NN
cattle-car,NN
calls,VBZ
casts,NNS
caricaturist,NN
carreon's,NP$
capitulated,VBD
catholics',NPS$
cadillacs,NPS
caste,NN
